LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.400, Time: 5.920262 s
         1506050 function calls (1488991 primitive calls) in 16.236 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.009    0.009 __init__.py:469(StrFormatStyle)
        1    0.007    0.007    0.009    0.009 _scimath_impl.py:1(<module>)
        7    0.001    0.000    0.009    0.001 enum.py:918(_convert_)
     7919    0.009    0.000    0.009    0.000 _parser.py:240(__next)
     7345    0.008    0.000    0.009    0.000 enum.py:1128(__new__)
        1    0.008    0.008    0.009    0.009 __init__.py:876(blas_fpe_check)
     6195    0.009    0.000    0.009    0.000 {method 'group' of 're.Match' objects}
        1    0.004    0.004    0.008    0.008 ImageFile.py:1(<module>)
        1    0.000    0.000    0.008    0.008 struct.py:1(<module>)
      694    0.005    0.000    0.008    0.000 inspect.py:176(get_annotations)
      127    0.001    0.000    0.008    0.000 core.py:3487(copy)
     10/3    0.000    0.000    0.008    0.003 unicode.py:14(__get__)
       72    0.000    0.000    0.008    0.000 typing.py:892(__init__)
       20    0.000    0.000    0.008    0.000 core.py:5788(parseImpl)
      239    0.007    0.000    0.008    0.000 core.py:491(__init__)
        1    0.000    0.000    0.008    0.008 uuid.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _triinterpolate.py:1(<module>)
    38/18    0.001    0.000    0.008    0.000 core.py:5146(parseImpl)
     7323    0.008    0.000    0.008    0.000 {method 'isidentifier' of 'str' objects}
      392    0.002    0.000    0.008    0.000 inspect.py:2812(replace)
       28    0.001    0.000    0.007    0.000 _docstring.py:79(<genexpr>)
     30/4    0.001    0.000    0.007    0.002 core.py:4370(streamline)
       40    0.001    0.000    0.007    0.000 getlimits.py:113(_float_to_str)
        1    0.001    0.001    0.007    0.007 platform.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _afm.py:1(<module>)
        1    0.000    0.000    0.007    0.007 result.py:1(<module>)
     23/6    0.000    0.000    0.007    0.001 core.py:5202(streamline)
       64    0.002    0.000    0.007    0.000 core.py:5120(__init__)
        1    0.000    0.000    0.007    0.007 contextvars.py:1(<module>)
       55    0.000    0.000    0.007    0.000 typing.py:1417(copy_with)
      685    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      253    0.007    0.000    0.007    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.004    0.004    0.007    0.007 __init__.py:812(_sanity_check)
        1    0.000    0.000    0.007    0.007 unicode.py:80(alphanums)
        1    0.000    0.000    0.007    0.007 axis3d.py:38(Axis)
      642    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:74(__new__)
     2866    0.004    0.000    0.007    0.000 _parser.py:176(append)
       76    0.004    0.000    0.007    0.000 typing.py:1640(__hash__)
        1    0.000    0.000    0.007    0.007 _arraysetops_impl.py:1(<module>)
       85    0.006    0.000    0.007    0.000 typing.py:307(_unpack_args)
        2    0.002    0.001    0.007    0.003 unicode.py:55(_chars_for_ranges)
        1    0.001    0.001    0.007    0.007 calendar.py:1(<module>)
      100    0.000    0.000    0.007    0.000 fromnumeric.py:3328(prod)
       30    0.003    0.000    0.006    0.000 pathlib.py:200(_select_from)
        1    0.000    0.000    0.006    0.006 unicode.py:70(alphas)
 4310/959    0.005    0.000    0.006    0.000 __init__.py:368(recursive_subclasses)
      809    0.005    0.000    0.006    0.000 enum.py:849(__setattr__)
        1    0.003    0.003    0.006    0.006 _text_helpers.py:1(<module>)
     1368    0.004    0.000    0.006    0.000 enum.py:1543(_get_value)
     3468    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        8    0.000    0.000    0.006    0.001 core.py:3312(_generateDefaultName)
1436/1256    0.006    0.000    0.006    0.000 {method 'update' of 'dict' objects}
     7090    0.006    0.000    0.006    0.000 {method '__contains__' of 'frozenset' objects}
      541    0.002    0.000    0.006    0.000 __init__.py:164(match)
     2372    0.006    0.000    0.006    0.000 {method 'rpartition' of 'str' objects}
       83    0.001    0.000    0.006    0.000 core.py:4286(__init__)
        1    0.000    0.000    0.006    0.006 array_utils.py:1(<module>)
        1    0.000    0.000    0.006    0.006 string.py:1(<module>)
      100    0.002    0.000    0.006    0.000 fromnumeric.py:69(_wrapreduction)
        1    0.000    0.000    0.006    0.006 TiffTags.py:1(<module>)
       89    0.000    0.000    0.006    0.000 typing.py:1004(_typevar_subst)
        1    0.000    0.000    0.006    0.006 path.py:1(<module>)
      222    0.001    0.000    0.006    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.006    0.006 font_manager.py:1625(_load_fontmanager)
     1258    0.006    0.000    0.006    0.000 _parser.py:113(__init__)
        8    0.002    0.000    0.006    0.001 enum.py:1707(convert_class)
       19    0.000    0.000    0.006    0.000 arrayprint.py:1704(_array_str_implementation)
      271    0.006    0.000    0.006    0.000 {method 'replace' of 'str' objects}
       44    0.000    0.000    0.006    0.000 _base.py:67(__set_name__)
      361    0.002    0.000    0.006    0.000 __init__.py:101(find_spec)
       11    0.000    0.000    0.006    0.001 core.py:3313(charsAsStr)
      459    0.004    0.000    0.006    0.000 _function_base_impl.py:358(iterable)
      632    0.002    0.000    0.006    0.000 {built-in method builtins.delattr}
       33    0.001    0.000    0.006    0.000 enum.py:513(__prepare__)
        2    0.000    0.000    0.006    0.003 dataclasses.py:1264(wrap)
     5701    0.006    0.000    0.006    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.006    0.003 dataclasses.py:921(_process_class)
        1    0.000    0.000    0.006    0.006 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.006    0.006 signal.py:1(<module>)
       19    0.000    0.000    0.006    0.000 arrayprint.py:564(wrapper)
        8    0.000    0.000    0.005    0.001 colors.py:2563(make_norm_from_scale)
     3201    0.004    0.000    0.005    0.000 _parser.py:256(match)
        1    0.000    0.000    0.005    0.005 _cm_multivar.py:1(<module>)
       89    0.001    0.000    0.005    0.000 typing.py:345(_remove_dups_flatten)
        1    0.000    0.000    0.005    0.005 string.py:69(__init_subclass__)
       33    0.000    0.000    0.005    0.000 __init__.py:678(__init__)
        1    0.000    0.000    0.005    0.005 markers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 font_manager.py:1030(json_load)
       19    0.005    0.000    0.005    0.000 arrayprint.py:1697(_guarded_repr_or_str)
    26/14    0.000    0.000    0.005    0.000 core.py:4864(parseImpl)
        1    0.000    0.000    0.005    0.005 _fontconfig_pattern.py:55(_make_fontconfig_parser)
       23    0.000    0.000    0.005    0.000 ast.py:34(parse)
      490    0.004    0.000    0.005    0.000 _inspect.py:66(getargs)
        2    0.005    0.002    0.005    0.002 functools.py:803(singledispatch)
        1    0.000    0.000    0.005    0.005 __init__.py:274(load)
       33    0.000    0.000    0.005    0.000 <frozen _collections_abc>:974(update)
     4973    0.005    0.000    0.005    0.000 artist.py:1557(<genexpr>)
      143    0.001    0.000    0.005    0.000 ast.py:419(visit_Constant)
     2686    0.003    0.000    0.005    0.000 util.py:217(__call__)
        1    0.000    0.000    0.005    0.005 runner.py:1(<module>)
       33    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1689(path_hook_for_FileFinder)
        1    0.000    0.000    0.005    0.005 _enums.py:1(<module>)
      110    0.001    0.000    0.005    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.005    0.005 relativedelta.py:1(<module>)
       67    0.004    0.000    0.005    0.000 colors.py:1134(reversed)
       11    0.000    0.000    0.005    0.000 typing.py:1291(__ror__)
     4462    0.005    0.000    0.005    0.000 typing.py:1630(<genexpr>)
        3    0.000    0.000    0.005    0.002 deprecation.py:255(rename_parameter)
      891    0.002    0.000    0.005    0.000 colors.py:219(_is_nth_color)
     1204    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      273    0.002    0.000    0.005    0.000 {built-in method fromkeys}
   193/93    0.000    0.000    0.005    0.000 core.py:2185(__str__)
       44    0.000    0.000    0.005    0.000 getlimits.py:93(_float_to_float)
        1    0.001    0.001    0.004    0.004 markers.py:150(MarkerStyle)
     1441    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:1226(__exit__)
       51    0.001    0.000    0.004    0.000 _linalg.py:266(_assert_finite)
        1    0.001    0.001    0.004    0.004 figure.py:118(FigureBase)
        1    0.000    0.000    0.004    0.004 loader.py:1(<module>)
      139    0.001    0.000    0.004    0.000 typing.py:317(_deduplicate)
     1707    0.003    0.000    0.004    0.000 _parser.py:293(tell)
      686    0.003    0.000    0.004    0.000 enum.py:79(_is_private)
      192    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:703(_validate_timestamp_pyc)
       29    0.000    0.000    0.004    0.000 __init__.py:2149(getLogger)
      361    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:445(cb)
      359    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      208    0.003    0.000    0.004    0.000 _compiler.py:216(_compile_charset)
      814    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:645(parent)
      377    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      327    0.002    0.000    0.004    0.000 typing.py:1205(__getattr__)
     1536    0.004    0.000    0.004    0.000 {method 'match' of 're.Pattern' objects}
      642    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:82(remove)
      460    0.001    0.000    0.004    0.000 <string>:1(<lambda>)
      629    0.004    0.000    0.004    0.000 enum.py:784(__delattr__)
        1    0.000    0.000    0.004    0.004 overrides.py:1(<module>)
       10    0.000    0.000    0.004    0.000 _docstring.py:66(__call__)
        1    0.000    0.000    0.004    0.004 tz.py:386(tzfile)
        6    0.004    0.001    0.004    0.001 _common.py:13(tzname_in_python2)
       12    0.001    0.000    0.004    0.000 __init__.py:238(define_aliases)
       29    0.001    0.000    0.004    0.000 __init__.py:1377(getLogger)
     2639    0.004    0.000    0.004    0.000 {method 'setdefault' of 'dict' objects}
        1    0.001    0.001    0.004    0.004 six.py:1(<module>)
       51    0.001    0.000    0.004    0.000 {method 'all' of 'numpy.ndarray' objects}
     1977    0.004    0.000    0.004    0.000 {method 'endswith' of 'str' objects}
     8970    0.004    0.000    0.004    0.000 inspect.py:2796(name)
      301    0.004    0.000    0.004    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.004    0.004 ipaddress.py:2382(_IPv6Constants)
       51    0.002    0.000    0.004    0.000 shape_base.py:220(vstack)
        1    0.000    0.000    0.004    0.004 __init__.py:599(matplotlib_fname)
      110    0.004    0.000    0.004    0.000 {built-in method _codecs.utf_8_decode}
       44    0.000    0.000    0.004    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.004    0.004 scale.py:748(_get_scale_docs)
        1    0.004    0.004    0.004    0.004 {method 'close' of '_io.TextIOWrapper' objects}
       35    0.001    0.000    0.004    0.000 ipaddress.py:2306(__init__)
       44    0.000    0.000    0.004    0.000 _base.py:52(__init__)
       19    0.001    0.000    0.004    0.000 path.py:99(__init__)
       50    0.003    0.000    0.004    0.000 core.py:944(__init__)
      455    0.003    0.000    0.003    0.000 {method 'sub' of 're.Pattern' objects}
       12    0.000    0.000    0.003    0.000 dataclasses.py:449(_create_fn)
     3061    0.003    0.000    0.003    0.000 {method 'get' of 'mappingproxy' objects}
      445    0.002    0.000    0.003    0.000 copyreg.py:98(__newobj__)
        4    0.000    0.000    0.003    0.001 core.py:1687(__mul__)
      109    0.003    0.000    0.003    0.000 {built-in method _imp.source_hash}
      301    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:647(_check_name_wrapper)
     1441    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      445    0.003    0.000    0.003    0.000 {method '__reduce_ex__' of 'object' objects}
       33    0.001    0.000    0.003    0.000 <frozen zipimport>:64(__init__)
      116    0.003    0.000    0.003    0.000 {built-in method _abc._abc_init}
       39    0.001    0.000    0.003    0.000 colors.py:419(to_rgba_array)
     2906    0.003    0.000    0.003    0.000 {method 'add' of 'set' objects}
     2444    0.003    0.000    0.003    0.000 {built-in method _imp.acquire_lock}
      310    0.001    0.000    0.003    0.000 function_base.py:486(add_newdoc)
        1    0.001    0.001    0.003    0.003 shlex.py:1(<module>)
       84    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.003    0.000 core.py:6421(__init__)
       37    0.003    0.000    0.003    0.000 function_base.py:26(linspace)
       92    0.000    0.000    0.003    0.000 core.py:2673(__init__)
      585    0.002    0.000    0.003    0.000 enum.py:38(_is_descriptor)
      377    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
       51    0.000    0.000    0.003    0.000 _methods.py:66(_all)
        1    0.003    0.003    0.003    0.003 {built-in method math.exp}
       29    0.001    0.000    0.003    0.000 pathlib.py:1065(_make_child_relpath)
        1    0.000    0.000    0.003    0.003 argparse.py:1(<module>)
      105    0.000    0.000    0.003    0.000 __init__.py:336(wrapper)
       13    0.000    0.000    0.003    0.000 typing.py:1546(__getitem__)
       35    0.001    0.000    0.003    0.000 core.py:3436(__init__)
        3    0.001    0.000    0.003    0.001 typing.py:2888(__new__)
     2444    0.003    0.000    0.003    0.000 {built-in method _imp.release_lock}
      278    0.002    0.000    0.003    0.000 _parser.py:372(_escape)
     5711    0.003    0.000    0.003    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.003    0.003 __init__.py:299(loads)
       26    0.000    0.000    0.003    0.000 core.py:972(__init__)
       52    0.002    0.000    0.003    0.000 _twodim_base_impl.py:176(eye)
     1805    0.002    0.000    0.003    0.000 inspect.py:378(isfunction)
     7467    0.003    0.000    0.003    0.000 inspect.py:2808(kind)
      361    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.003    0.003 ipaddress.py:1569(_IPv4Constants)
        1    0.001    0.001    0.003    0.003 _nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.003    0.003 selectors.py:1(<module>)
      642    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.003    0.003 decoder.py:333(decode)
        3    0.000    0.000    0.003    0.001 warnings.py:133(filterwarnings)
        1    0.000    0.000    0.003    0.003 ImageMode.py:1(<module>)
       38    0.001    0.000    0.003    0.000 transforms.py:1325(__init_subclass__)
     12/2    0.000    0.000    0.003    0.001 core.py:1747(makeOptionalList)
        1    0.001    0.001    0.003    0.003 decoder.py:344(raw_decode)
